31
0	0	0

1	2	0	1.0
1	4	0	1.0
1	5	0	1.0
1	6	0	1.0
1	31	0	-1.0
2	3	0	1.0
3	7	0	-1.0
3	22	0	-1.0
4	2	0	1.0
4	8	0	-1.0
5	8	0	-1.0
6	1	0	1.0
6	8	0	-1.0
6	13	0	1.0
6	31	0	-1.0
7	10	0	-1.0
7	17	0	1.0
7	28	0	-1.0
8	18	0	1.0
9	7	0	1.0
9	10	0	-1.0
10	13	0	1.0
11	3	0	-1.0
12	8	0	1.0
13	20	0	-1.0
13	23	0	-1.0
14	8	0	1.0
14	10	0	1.0
14	20	0	1.0
15	11	0	1.0
16	7	0	1.0
17	19	0	-1.0
18	9	0	1.0
18	19	0	1.0
19	24	0	1.0
20	9	0	1.0
20	12	0	1.0
20	24	0	1.0
21	14	0	1.0
22	15	0	1.0
23	20	0	1.0
23	25	0	-1.0
24	29	0	-1.0
24	30	0	1.0
25	29	0	1.0
26	8	0	1.0
26	10	0	1.0
26	21	0	1.0
26	23	0	1.0
27	22	0	1.0
27	23	0	1.0
28	3	0	1.0
28	16	0	-1.0
29	26	0	1.0
29	27	0	1.0
29	28	0	1.0
30	28	0	-1.0
31	8	0	1.0
