19
0	0	0

1	3	0	0.3
1	4	0	-0.62
2	3	0	0.83
2	7	0	-0.4
2	8	0	0.43
3	4	0	-0.7
4	19	0	1.0
5	19	0	0.7
6	4	0	-0.27
6	5	0	-0.3
6	13	0	-0.57
6	14	0	-0.2
8	9	0	-0.61
10	4	0	0.75
11	7	0	0.58
11	10	0	0.33
11	12	0	0.7
11	14	0	0.55
12	4	0	0.47
12	5	0	0.54
12	14	0	0.46
13	6	0	-0.26
13	14	0	0.89
15	4	0	-0.43
15	9	0	0.54
15	17	0	-0.68
16	17	0	0.59
17	19	0	0.77
18	4	0	-0.48
18	17	0	0.7
18	19	0	0.81
