17
0	0	0

1	2	0	0.24
1	3	0	0.23
1	4	0	0.27
1	5	0	0.23
1	10	0	0.28
1	17	0	0.26
2	1	0	0.12
2	3	0	0.21
2	4	0	0.19
2	5	0	0.2
2	10	0	0.13
2	17	0	0.3
3	1	0	0.17
3	2	0	0.3
3	4	0	0.2
3	5	0	0.13
3	10	0	0.25
3	17	0	0.28
4	1	0	0.18
4	2	0	0.3
4	3	0	0.21
4	5	0	0.18
4	17	0	0.25
5	17	0	0.2
6	1	0	-0.35
6	2	0	-0.31
6	3	0	-0.35
6	4	0	-0.22
6	5	0	-0.27
6	7	0	0.13
6	10	0	-0.32
6	11	0	-0.16
6	15	0	-0.16
6	17	0	-0.22
7	1	0	-0.12
7	2	0	-0.24
7	3	0	-0.23
7	4	0	-0.15
7	5	0	-0.11
7	10	0	-0.23
7	17	0	-0.13
8	1	0	-0.15
8	7	0	0.11
9	12	0	-0.12
9	14	0	-0.11
10	1	0	0.19
10	2	0	0.15
10	3	0	0.11
10	4	0	0.23
10	5	0	0.26
10	17	0	0.14
11	1	0	0.28
11	2	0	0.16
11	3	0	0.25
11	4	0	0.16
11	5	0	0.2
11	10	0	0.24
11	13	0	0.12
11	14	0	0.18
11	17	0	0.15
12	1	0	0.11
13	1	0	0.13
13	3	0	0.2
13	4	0	0.16
13	5	0	0.13
13	10	0	0.15
13	12	0	0.17
13	17	0	0.1
14	13	0	0.13
15	1	0	0.11
15	3	0	0.11
15	4	0	0.1
15	5	0	0.12
15	10	0	0.22
15	13	0	0.14
15	14	0	0.22
16	1	0	0.12
16	2	0	0.2
16	3	0	0.22
16	4	0	0.12
16	5	0	0.14
16	10	0	0.19
16	17	0	0.12
