24
8	8	8
1 5 8 9 15 17 22 23
1	5	0	1.0
2	1	0	1.0
2	10	0	1.0
3	1	0	1.0
4	3	0	1.0
5	9	0	1.0
6	1	0	-1.0
7	1	0	1.0
8	2	0	1.0
8	6	0	-1.0
8	7	0	1.0
9	8	0	1.0
9	13	0	1.0
10	9	0	1.0
10	16	0	1.0
11	9	0	1.0
12	4	0	-1.0
12	11	0	1.0
13	15	0	1.0
14	9	0	-1.0
15	16	0	-1.0
15	22	0	-1.0
16	22	0	1.0
16	23	0	1.0
17	9	0	-1.0
18	17	0	1.0
19	14	0	1.0
19	22	0	1.0
20	18	0	-1.0
21	12	0	-1.0
22	9	0	1.0
22	10	0	-1.0
22	12	0	1.0
22	14	0	-1.0
22	16	0	-1.0
22	19	0	1.0
22	20	0	1.0
22	21	0	-1.0
23	10	0	1.0
23	14	0	-1.0
23	16	0	1.0
