53
0	0	0

5	1	0	-1.0
6	1	0	-1.0
7	1	0	1.0
8	1	0	1.0
9	1	0	1.0
10	1	0	1.0
10	2	0	1.0
11	2	0	1.0
12	3	0	1.0
13	3	0	1.0
14	3	0	1.0
15	4	0	1.0
16	6	0	1.0
16	7	0	-1.0
16	8	0	-1.0
17	8	0	-1.0
18	8	0	-1.0
19	8	0	-1.0
19	9	0	-1.0
19	10	0	-1.0
20	8	0	-1.0
20	9	0	-1.0
20	10	0	-1.0
21	9	0	1.0
22	9	0	1.0
22	10	0	1.0
23	10	0	1.0
24	10	0	1.0
25	10	0	1.0
26	10	0	1.0
27	10	0	-1.0
28	12	0	-1.0
29	12	0	-1.0
29	14	0	-1.0
30	15	0	-1.0
31	20	0	-1.0
32	10	0	1.0
33	26	0	-1.0
34	27	0	-1.0
35	27	0	-1.0
36	11	0	-1.0
36	12	0	-1.0
37	13	0	-1.0
37	28	0	1.0
37	29	0	1.0
38	8	0	1.0
38	9	0	1.0
38	18	0	1.0
38	20	0	-1.0
39	33	0	1.0
39	43	0	1.0
40	37	0	1.0
41	29	0	-1.0
41	37	0	-1.0
42	38	0	1.0
43	39	0	-1.0
44	42	0	1.0
45	10	0	1.0
45	20	0	-1.0
46	44	0	-1.0
46	45	0	1.0
47	8	0	-1.0
47	9	0	-1.0
47	12	0	-1.0
47	14	0	-1.0
47	30	0	1.0
47	45	0	-1.0
48	10	0	1.0
48	45	0	1.0
49	5	0	-1.0
49	6	0	-1.0
49	16	0	-1.0
49	44	0	-1.0
49	46	0	1.0
50	44	0	-1.0
50	46	0	1.0
51	45	0	-1.0
52	45	0	-1.0
53	47	0	1.0
