           1   2.20758533    
 0.0536868	 0.03875563
 0.1652550	 0.11863641
-0.0677467	-0.06774668
 0.0247519	 0.02475191
 0.1744457	 0.08290906
 0.1039676	 0.08597238
 0.2936233	 0.17196998
 0.3830756	 0.17357787
-0.2911668	-0.11881490
-0.0505153	-0.02891367
-0.1044799	-0.05352702
 0.5745063	 0.41128054
-0.1122600	-0.10253868
-0.1733511	-0.06537428
 0.0634808	 0.03888533
 0.1015225	 0.08358561
 0.1296174	 0.12961738
 0.2710512	 0.21541473
 0.1931002	 0.18607032
 0.2561340	 0.19545978
 0.1093131	 0.10931312
