           1   5.24995899    
 0.4961450	 0.09438006
 0.1789401	 0.03419733
 0.0568482	 0.01079376
 0.0080935	 0.00153918
-0.0637294	-0.04032545
-0.0986570	-0.04688481
 0.0698770	 0.04150876
 0.3212305	 0.08941820
 0.3202447	 0.08938377
 0.4654778	 0.12745082
 0.0169979	 0.01351927
 0.0763983	 0.01775730
 0.0094750	 0.00502570
 0.0676414	 0.01609527
 0.0218476	 0.00461829
-0.0945608	-0.07115683
-0.0331103	-0.03311033
 0.0109615	-0.02467865
-0.1135187	-0.11351870
-0.2732944	-0.14400160
 0.0331300	 0.03313003
 0.0804084	 0.08040836
 0.0472783	 0.04727835
 0.0472783	 0.04727835
 0.0472783	 0.04727835
 0.0548466	 0.04873166
-0.0610356	-0.04991969
-0.0120541	-0.00760479
-0.0214360	-0.01420730
-0.0574310	-0.01231570
 0.0533869	 0.05338690
 0.0472783	 0.04727835
-0.0203832	-0.01852651
 0.0185266	 0.01852658
 0.0185266	 0.01852658
-0.0115956	-0.01159555
-0.0148309	-0.01084866
 0.1188005	 0.11214714
-0.0061889	-0.00618891
-0.0040096	-0.00400958
 0.0092647	 0.00926468
 0.0221777	 0.03800774
 0.0000000	 0.00185667
-0.0527668	 0.00161251
 0.2587886	 0.13073634
 0.0837611	 0.05451010
-0.1503844	-0.13534035
 0.0957507	 0.09575069
 0.0780132	 0.07801325
 0.0194899	 0.01948994
-0.0484724	-0.04847236
-0.0484724	-0.04847236
-0.0501470	-0.05014699
