           1   12.3950043    
-0.2145069	-0.12817869
-0.1736086	-0.03553568
-0.2465789	-0.05365878
-0.1306753	-0.04487260
-0.1152178	-0.02941507
-0.2158205	-0.13001771
 0.3234419	 0.07023200
 0.3763538	 0.05012019
 0.2426693	 0.06676092
-0.2668901	-0.04775912
 0.0482250	 0.02531621
 0.1264072	 0.03025116
-0.2589733	-0.06588904
 0.0343622	 0.03163860
 0.0572719	 0.01471282
 0.1437765	 0.03958975
 0.1341692	 0.00479245
 0.1993807	 0.04883920
 0.0409936	 0.01490897
 0.2403901	 0.06971786
 0.0068089	 0.01324029
 0.1063976	 0.01442144
 0.1333452	 0.04284263
 0.1414107	 0.02885726
-0.0638405	-0.01050241
-0.0160785	 0.02213449
-0.0166385	 0.02157451
-0.2604668	-0.05815921
-0.0955324	-0.01343192
 0.0867947	 0.03023042
 0.2091794	 0.03704848
