           1   19.8909454    
 0.0663481	 0.02517305
 0.3380849	 0.01707942
 0.0216723	 0.00963244
-0.0190029	-0.01900290
 0.0823500	 0.01684380
 0.0766469	 0.04347288
 0.2045569	 0.01024489
 0.2045569	 0.01024489
 0.0240797	 0.02407969
 0.3625875	 0.03612759
 0.3248985	 0.04444017
-0.3886240	-0.05632313
 0.1310125	 0.01515517
 0.0894104	 0.05108698
 0.3397034	 0.09311959
 0.2212133	 0.05136159
 0.2172777	 0.03598393
 0.2317146	 0.02795944
 0.1308827	 0.06720528
 0.1640438	 0.08460063
 0.1588863	 0.05024748
-0.1088306	-0.05198278
 0.0359368	 0.01587223
 0.0401292	 0.01002167
 0.0602150	 0.06021503
 0.0671399	 0.03703234
 0.1136955	 0.03167365
