           1   2.22983146    
 0.1208305	 0.00000132
 0.2837050	 0.25332290
-0.0542209	-0.00507328
-0.1638255	-0.07224945
-0.0000016	-0.00000162
-0.0866381	-0.05625606
 0.0866416	 0.05625956
 0.1012736	-0.00000309
 0.3375890	 0.00000285
 0.4463954	 0.36009353
 0.2755568	 0.18398082
 0.3052533	 0.21128117
 0.1262678	 0.02499110
-0.2433434	-0.17155288
 0.0378839	 0.00000352
 0.4465117	 0.32276782
-0.0300025	 0.00000106
-0.1000119	-0.06767745
 0.0246474	-0.01434973
 0.1077814	 0.06878423
-0.1832500	-0.14425290
 0.1299905	 0.00000791
 0.1339585	 0.00000502
 0.0000018	 0.00000176
