           1   2.41247654    
 0.0471012	-0.00907329
-0.3268829	-0.13493371
-0.0952669	-0.09244081
 0.1052433	 0.10524330
 0.1672144	 0.16721441
 0.4427652	 0.24149649
 0.0585283	 0.05852827
 0.0552640	 0.02060620
-0.0722380	-0.07223796
 0.4583697	 0.19290356
 0.2617717	 0.15084323
 0.3697617	 0.36976171
-0.0539781	 0.00703255
 0.0619711	 0.06197109
 0.1939769	 0.15515196
-0.0573945	-0.05739455
 0.2538552	 0.14292669
 0.0862292	 0.05872707
 0.2329647	 0.11765107
 0.1582546	 0.07018081
 0.1166223	 0.05880701
 0.0843969	 0.08439693
 0.0115166	 0.00898470
