           1   2.70847130    
 0.1282280	 0.06077027
 0.1806539	 0.07250995
 0.0190999	 0.01909989
 0.0401811	 0.04018106
 0.0434458	 0.03259692
 0.0257940	 0.02579398
 0.0520628	 0.05206284
 0.0798193	 0.05576559
 0.0490258	 0.03780774
 0.6013402	 0.39629307
 0.3347870	 0.13009724
 0.2164615	 0.10822023
 0.2654190	 0.21129836
 0.0263610	 0.02636102
 0.2741431	 0.21205989
 0.0812254	 0.02997084
 0.3099433	 0.11436708
 0.3690489	 0.18483303
 0.0696286	 0.05557162
 0.1452830	 0.14528298
 0.0515539	 0.02301399
 0.0199725	 0.01841059
 0.0137209	 0.01012585
